,id,category,company,brand,offer,chain,market,repeater,offerdate,quantity,offervalue,mean_quantity,mean_amount,purchased
272,73552673,5616,104610040,15889,1204576,15,9,f,2013-04-06,1,1.0,1.12,3.6172000000000004,1
273,99185180,3203,106414464,13474,1197502,15,9,f,2013-03-30,1,0.75,1.0,2.79,0
274,104320218,3203,106414464,13474,1197502,17,4,t,2013-03-31,1,0.75,1.0,3.49,1
275,100573433,1726,104460040,7668,1200581,15,9,f,2013-04-23,1,1.25,1.75,5.2175,0
276,101505637,3203,106414464,13474,1197502,15,9,f,2013-03-30,1,0.75,1.0,3.99,0
277,102918075,3203,106414464,13474,1197502,15,9,f,2013-03-25,1,0.75,1.0,3.59,0
278,105336114,3203,106414464,13474,1197502,20,7,f,2013-03-29,1,0.75,1.0,3.0566666666666666,0
279,100017875,1726,104460040,7668,1200581,3,2,f,2013-03-31,1,1.25,1.0,3.4966666666666666,0
280,67660532,1726,104460040,7668,1200581,15,9,f,2013-03-31,1,1.25,1.0,2.5175,0
281,103906023,2202,104460040,3718,1208252,14,8,f,2013-04-24,1,3.0,1.0,2.29,0
282,106883799,1726,104460040,7668,1200581,17,4,t,2013-03-30,1,1.25,1.0,2.3675,0
283,101669492,5616,104610040,15889,1204576,14,8,f,2013-04-04,1,1.0,1.0,4.5344444444444445,1
284,104874169,1726,104460040,7668,1200581,88,14,f,2013-03-30,1,1.25,1.25,4.5625,0
285,105607876,3203,106414464,13474,1197502,20,7,f,2013-03-27,1,0.75,1.0,3.19,0
286,106189715,3203,106414464,13474,1197502,14,8,f,2013-03-26,1,0.75,1.0,3.29,0
287,22077078,3203,106414464,13474,1197502,18,11,f,2013-03-26,1,0.75,1.0,2.5,0
288,77478019,3203,106414464,13474,1197502,4,1,t,2013-03-28,1,0.75,1.0,2.49,0
289,104448235,1726,104460040,7668,1200581,4,1,f,2013-04-07,1,1.25,1.0,4.123333333333334,0
290,17888308,5616,104610040,15889,1204576,4,1,f,2013-04-05,1,1.0,1.0,2.1633333333333336,0
291,82691007,3203,106414464,13474,1197502,15,9,f,2013-03-27,1,0.75,1.0,4.49,0
292,96955164,3203,106414464,13474,1197502,15,9,f,2013-04-25,1,0.75,1.0,3.49,1
293,98204879,5616,104610040,15889,1204576,4,1,f,2013-04-07,1,1.0,1.1764705882352942,2.4958823529411767,1
294,104212180,1726,104460040,7668,1200581,15,9,f,2013-04-07,1,1.25,1.3333333333333333,4.06,0
295,102580792,1726,104460040,7668,1200582,18,11,f,2013-03-31,1,1.25,1.5,6.985,0
296,104304368,5616,104610040,15889,1204576,4,1,f,2013-04-04,1,1.0,1.0,4.49,1
297,18249735,3203,106414464,13474,1197502,4,1,t,2013-03-25,1,0.75,1.0,2.79,0
298,53024321,3203,106414464,13474,1197502,18,11,t,2013-04-18,1,0.75,1.5,0.8650000000000001,1
299,98440819,3203,106414464,13474,1197502,4,1,f,2013-04-21,1,0.75,0.5,1.895,1
300,105354540,5616,104610040,15889,1204576,14,8,f,2013-04-06,1,1.0,1.375,3.625,1
301,106283361,3203,106414464,13474,1197502,15,9,f,2013-03-25,1,0.75,1.0,2.49,0
302,78811334,5616,104610040,15889,1204576,15,9,f,2013-04-04,1,1.0,1.0,3.258333333333334,1
303,105295318,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,1.5,0.04250000000000009,0
304,19506471,3203,106414464,13474,1197502,4,1,t,2013-03-28,1,0.75,1.0,3.99,0
305,73606559,5616,104610040,15889,1204576,15,9,t,2013-04-04,1,1.0,1.0,4.09,1
306,98207874,3203,106414464,13474,1197502,4,1,t,2013-03-26,1,0.75,1.0,2.79,0
307,103233506,3509,103320030,875,1200988,15,9,f,2013-04-09,1,2.0,2.4,11.191999999999998,1
308,102625414,5616,104610040,15889,1204576,14,8,f,2013-04-23,1,1.0,1.0476190476190477,3.71047619047619,1
309,58099874,3203,106414464,13474,1197502,88,14,t,2013-03-25,1,0.75,1.0,3.49,0
310,96401350,3203,106414464,13474,1197502,20,7,f,2013-03-25,1,0.75,1.0,2.49,0
311,105991830,5616,104610040,15889,1204576,4,1,f,2013-04-06,1,1.0,1.1,4.8180000000000005,1
312,103627551,5616,104610040,15889,1204576,88,14,t,2013-04-06,1,1.0,1.2142857142857142,5.738928571428572,1
313,97822056,5616,104610040,15889,1204576,14,8,f,2013-04-04,1,1.0,1.0,5.276666666666667,1
314,98864144,3203,106414464,13474,1197502,15,9,f,2013-04-16,1,0.75,1.0,1.79,0
315,74469519,3203,106414464,13474,1197502,15,9,t,2013-03-27,1,0.75,1.0,6.0,0
316,73238650,3203,106414464,13474,1197502,17,4,f,2013-04-21,1,0.75,1.0,2.9175,1
317,73325479,3203,106414464,13474,1197502,95,39,f,2013-03-25,1,0.75,1.0,2.79,0
318,74059460,3203,106414464,13474,1197502,4,1,f,2013-03-27,1,0.75,1.0,2.99,0
319,98887409,5616,104610040,15889,1204576,4,1,f,2013-04-06,1,1.0,1.0,5.1866666666666665,0
320,102014805,3203,106414464,13474,1197502,88,14,f,2013-03-25,1,0.75,1.0,3.49,0
321,106368757,5616,104610040,15889,1204576,88,14,f,2013-04-04,1,1.0,1.0,2.99,0
322,21837001,5616,104610040,15889,1204576,15,9,f,2013-04-07,1,1.0,1.0,3.5566666666666666,1
323,80786289,3203,106414464,13474,1197502,15,9,f,2013-03-30,1,0.75,1.0,4.79,0
324,85393359,3203,106414464,13474,1197502,95,39,f,2013-03-26,1,0.75,1.0,2.99,0
325,104305801,3203,106414464,13474,1197502,15,9,f,2013-03-29,1,0.75,1.0,2.79,0
326,53421384,3203,106414464,13474,1197502,4,1,f,2013-03-31,1,0.75,1.0,2.99,0
327,100860899,5616,104610040,15889,1204576,15,9,f,2013-04-07,1,1.0,1.3,3.6620000000000004,1
328,99364271,3203,106414464,13474,1197502,15,9,f,2013-03-30,1,0.75,1.0,2.29,0
329,104562308,5616,104610040,15889,1204576,4,1,f,2013-04-07,1,1.0,1.0,2.245,0
330,60456293,3203,106414464,13474,1197502,18,11,f,2013-03-25,1,0.75,1.2,3.5140000000000002,0
331,103024818,3203,106414464,13474,1197502,4,1,t,2013-03-29,1,0.75,1.0,3.99,0
332,97177041,3203,106414464,13474,1197502,17,4,f,2013-03-26,1,0.75,1.0,3.79,0
333,103396965,3203,106414464,13474,1197502,20,7,f,2013-03-30,1,0.75,1.0,2.49,0
334,90887963,1726,104460040,7668,1200581,4,1,f,2013-03-30,1,1.25,1.25,6.9125000000000005,0
335,86252,3203,106414464,13474,1197502,205,34,t,2013-03-27,1,0.75,1.0,2.4250000000000003,1
336,97272067,3203,106414464,13474,1197502,20,7,f,2013-04-02,1,0.75,1.0,3.99,0
337,98948079,1726,104460040,7668,1200581,4,1,f,2013-03-30,1,1.25,1.4,4.968,0
338,103526202,5616,104610040,15889,1204576,95,39,t,2013-04-05,1,1.0,1.0,4.423333333333333,1
339,103596335,5616,104610040,15889,1204576,3,2,f,2013-04-24,1,1.0,1.0,5.5976923076923075,1
340,104636179,5616,104610040,15889,1204576,17,4,f,2013-04-07,1,1.0,1.1111111111111112,4.635555555555556,1
341,105576697,3203,106414464,13474,1197502,3,2,t,2013-03-30,1,0.75,1.0,2.79,0
342,83806440,1726,104460040,7668,1200582,4,1,t,2013-04-01,1,1.25,1.0,3.5485714285714285,0
343,101068336,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,1.1428571428571428,5.478571428571429,0
344,103843619,3203,106414464,13474,1197502,15,9,t,2013-03-26,1,0.75,1.0,3.24,0
345,87988583,5616,104610040,15889,1204576,4,1,f,2013-04-04,1,1.0,1.0,5.156666666666667,1
346,99749966,1726,104460040,7668,1200582,15,9,f,2013-04-02,1,1.25,1.0,1.9333333333333333,0
347,103036903,3203,106414464,13474,1197502,17,4,f,2013-03-28,1,0.75,1.0,3.19,0
348,104610456,5616,104610040,15889,1204576,95,39,t,2013-04-05,1,1.0,1.0,4.62,1
349,102130922,1726,104460040,7668,1200581,15,9,f,2013-03-31,1,1.25,1.3333333333333333,3.426666666666667,0
